-	/calyx*	/calyx*/shape	/calyx*/texture	/calyx*/position	/calyx*/margin type	/calyx*/hairs	/calyx*/growth form	/calyx*/growth form/shape	/calyx*/colour	/calyx/corolla/colour*	/calyx/corolla/colour*/texture	/calyx/corolla/colour*/hairs	/calyx/corolla/colour*/colour	/calyx/corolla/hairs*	/calyx/corolla/hairs*/shape	/calyx/corolla/hairs*/texture	/calyx/corolla/hairs*/hairs	/calyx/corolla/hairs*/hairs/shape	/calyx/corolla/length*	/calyx/corolla/limbs*	/calyx/corolla/limbs*/shape	/calyx/corolla/limbs*/growth form	/calyx/corolla/lobes/shape*	/calyx/corolla/lobes/shape*/shape	/calyx/corolla/shape*	/calyx/corolla/shape*/shape	/calyx/corolla/tube*	/calyx/corolla/tube*/shape	/calyx/corolla/tube/length*	/calyx/corolla/tube/shape*	/calyx/corolla/tube/shape*/shape	/calyx/corolla/tube/width*	/calyx/corolla/tube/width*/shape	/calyx/hairs*	/calyx/hairs*/shape	/calyx/hairs*/texture	/calyx/hairs*/hairs	/calyx/hairs*/growth form	/calyx/length*	/calyx lobes*	/calyx lobes*/shape	/calyx lobes*/hairs	/calyx lobes/corolla/colour*	/calyx lobes/corolla/colour*/colour	/calyx lobes/corolla/hairs*	/calyx lobes/corolla/hairs*/shape	/calyx lobes/corolla/hairs*/hairs	/calyx lobes/corolla/length*	/calyx lobes/corolla/tube/width*	/calyx lobes/corolla/tube/width*/shape	/calyx lobes/dimensions*	/calyx lobes/dimensions*/growth form	/calyx/lobes/dimensions*	/calyx/lobes/dimensions*/shape	/calyx lobes/hairs*	/calyx lobes/hairs*/shape	/calyx lobes/hairs*/hairs	/calyx lobes/hairs*/hairs/shape	/calyx/lobes/hairs*	/calyx/lobes/hairs*/shape	/calyx/lobes/hairs*/hairs	/calyx lobes/ovary/style/length*	/calyx lobes/shape*	/calyx lobes/shape*/shape	/calyx/lobes/shape*	/calyx/lobes/shape*/shape	/calyx lobes/stamens*	/calyx lobes/stamens*/position	/calyx/ovary/hairs*	/calyx/ovary/hairs*/shape	/calyx/ovary/hairs*/hairs	/calyx/ovary/height*	/calyx/ovary/style/length*	/calyx/stamens*	/calyx/stamens*/position	/calyx/stamens/anthers/length*	/calyx/stamens/filaments/hairs*	/calyx/stamens/filaments/hairs*/shape	/calyx/stamens/filaments/hairs*/hairs	/calyx/stamens/relative distance*	/calyx/stamens/relative distance*/position	/calyx/stamens/thecae*	/calyx/stamens/thecae*/shape	/calyx/stamens/thecae*/position	/calyx/stamens/thecae*/growth form	/capsules*	/capsules*/shape	/capsules*/texture	/capsules*/margin type	/capsules*/hairs	/capsules*/growth form	/capsules/body/shape*	/capsules/body/shape*/shape	/capsules/colour*	/capsules/colour*/colour	/capsules/dimensions*	/capsules/hairs*	/capsules/hairs*/shape	/capsules/hairs*/hairs	/capsules/hairs*/growth form	/capsules/hairs*/colour	/capsules/length*	/capsules/retinacula*	/capsules/retinacula*/shape	/capsules/retinacula*/growth form	/capsules/retinacula/length*	/capsules/seeds/colour*	/capsules/seeds/colour*/colour	/capsules/seeds/diameter*	/capsules/seeds/dimensions*	/capsules/seeds/hairs*	/capsules/seeds/hairs*/shape	/capsules/seeds/hairs*/texture	/capsules/seeds/hairs*/hairs	/capsules/seeds/hairs*/growth form	/capsules/seeds/hairs*/colour	/capsules/seeds/seed number*	/capsules/seeds/shape*	/capsules/seeds/shape*/shape	/capsules/seeds/shape*/growth form	/capsules/seeds/shape*/colour	/capsules/seeds/texture*	/capsules/seeds/texture*/shape	/capsules/seeds/texture*/texture	/capsules/seeds/texture*/hairs	/capsules/shape*	/capsules/shape*/shape	/capsules/shape/dimensions*	/capsules/stipes/length*	/flowers*	/flowers*/shape	/flowers*/texture	/flowers*/position	/flowers*/hairs	/flowers*/growth form	/flowers/bracteoles/hairs*	/flowers/bracteoles/hairs*/shape	/flowers/bracteoles/hairs*/hairs	/flowers/bracteoles/shape*	/flowers/bracteoles/shape*/shape	/flowers/calyx/length*	/flowers/calyx/lobes*	/flowers/calyx/lobes*/shape	/flowers/calyx/lobes/dimensions*	/flowers/calyx/lobes/hairs*	/flowers/calyx/lobes/hairs*/shape	/flowers/calyx/lobes/hairs*/hairs	/flowers/calyx/lobes/shape*	/flowers/calyx/lobes/shape*/shape	/flowers/corolla*	/flowers/corolla*/shape	/flowers/corolla/colour*	/flowers/corolla/colour*/texture	/flowers/corolla/colour*/growth form	/flowers/corolla/colour*/colour	/flowers/corolla/hairs*	/flowers/corolla/hairs*/shape	/flowers/corolla/hairs*/texture	/flowers/corolla/hairs*/hairs	/flowers/corolla/hairs*/hairs/shape	/flowers/corolla/hairs*/growth form	/flowers/corolla/length*	/flowers/corolla/limbs*	/flowers/corolla/limbs*/shape	/flowers/corolla/limbs*/growth form	/flowers/corolla/lobes*	/flowers/corolla/lobes*/shape	/flowers/corolla/lobes*/position	/flowers/corolla/lobes*/colour	/flowers/corolla/lobes/shape*	/flowers/corolla/lobes/shape*/shape	/flowers/corolla/lower lip/growth form*	/flowers/corolla/lower lip/growth form*/growth form	/flowers/corolla/lower lip/length*	/flowers/corolla/lower lip/lobes/dimensions*	/flowers/corolla/lower lip/lobes/shape*	/flowers/corolla/lower lip/lobes/shape*/shape	/flowers/corolla/lower lip/shape*	/flowers/corolla/lower lip/shape*/shape	/flowers/corolla/tube/diameter*	/flowers/corolla/tube/diameter*/shape	/flowers/corolla/tube/length*	/flowers/corolla/tube/shape*	/flowers/corolla/tube/shape*/shape	/flowers/corolla/upper lip/dimensions*	/flowers/corolla/upper lip/length*	/flowers/corolla/upper lip/lobes/length*	/flowers/corolla/upper lip/shape*	/flowers/corolla/upper lip/shape*/shape	/flowers/pedicels/length*	/flowers/stamens*	/flowers/stamens*/shape	/flowers/stamens*/position	/flowers/stamens/anthers/length*	/flowers/stamens/filaments*	/flowers/stamens/filaments*/shape	/flowers/stamens/filaments*/hairs	/flowers/stamens/filaments*/growth form	/flowers/stamens/filaments/length*	/flowers/stamens/relative distance*	/flowers/stamens/relative distance*/position	/flowers/stamens/thecae*	/flowers/stamens/thecae*/growth form	/flowers/stamens/thecae/length*	/flowers/stamens/thecae/shape*	/flowers/stamens/thecae/shape*/shape	/flowers/style/hairs*	/flowers/style/hairs*/shape	/flowers/style/hairs*/hairs	/flowers/style/length*	/fruits*	/fruits*/shape	/fruits*/texture	/habit*	/habit*/environment	/habit*/shape	/habit*/texture	/habit*/growth form	/habit*/colour	/habit/growth form*	/habit/growth form*/growth form	/habit/height*	/habit/height*/shape	/inflorescences*	/inflorescences*/shape	/inflorescences*/texture	/inflorescences*/position	/inflorescences*/margin type	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences/bracteoles*	/inflorescences/bracteoles*/shape	/inflorescences/bracteoles/dimensions*	/inflorescences/bracteoles/hairs*	/inflorescences/bracteoles/hairs*/shape	/inflorescences/bracteoles/hairs*/hairs	/inflorescences/bracteoles/length*	/inflorescences/bracteoles/shape*	/inflorescences/bracteoles/shape*/shape	/inflorescences/bracts*	/inflorescences/bracts*/shape	/inflorescences/bracts*/position	/inflorescences/bracts*/hairs	/inflorescences/bracts/colour*	/inflorescences/bracts/colour*/shape	/inflorescences/bracts/colour*/colour	/inflorescences/bracts/dimensions*	/inflorescences/bracts/dimensions*/shape	/inflorescences/bracts/hairs*	/inflorescences/bracts/hairs*/shape	/inflorescences/bracts/hairs*/margin type	/inflorescences/bracts/hairs*/hairs	/inflorescences/bracts/margins/hairs*	/inflorescences/bracts/margins/hairs*/hairs	/inflorescences/bracts/shape*	/inflorescences/bracts/shape*/shape	/inflorescences/bracts/shape/dimensions*	/inflorescences/flowers*	/inflorescences/flowers*/shape	/inflorescences/flowers*/hairs	/inflorescences/flowers*/growth form	/inflorescences/length*	/inflorescences/pedicels/hairs*	/inflorescences/pedicels/hairs*/shape	/inflorescences/pedicels/hairs*/hairs	/inflorescences/pedicels/length*	/inflorescences/pedicels/length*/shape	/inflorescences/peduncle/hairs*	/inflorescences/peduncle/hairs*/hairs	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/shape	/inflorescences/position*/position	/inflorescences/position*/growth form	/inflorescences/rachises*	/inflorescences/rachises/hairs*	/inflorescences/rachises/hairs*/shape	/inflorescences/rachises/hairs*/hairs	/inflorescences/rachises/hairs*/hairs/shape	/inflorescences/shape*	/inflorescences/shape*/shape	/juvenile stems*	/juvenile stems*/shape	/juvenile stems/hairs*	/juvenile stems/hairs*/shape	/juvenile stems/hairs*/hairs	/juvenile stems/hairs*/hairs/shape	/juvenile stems/shape*	/juvenile stems/shape*/shape	/leaves*	/leaves*/shape	/leaves*/texture	/leaves*/margin type	/leaves/blade*	/leaves/blade*/shape	/leaves/blade*/texture	/leaves/blade*/margin type	/leaves/blade/cystoliths*	/leaves/blade/cystoliths*/shape	/leaves/blade/hairs*	/leaves/blade/hairs*/hairs	/leaves/blade/margins/margin type*	/leaves/blade/margins/margin type*/margin type	/leaves/blade/margins/margin type*/growth form	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/shape/dimensions*	/petiole*	/petiole*/shape	/petiole*/texture	/petiole*/margin type	/petiole*/hairs	/petiole/blade*	/petiole/blade*/texture	/petiole/blade/apex/shape*	/petiole/blade/apex/shape*/shape	/petiole/blade/dimensions*	/petiole/blade/dimensions*/shape	/petiole/blade/hairs*	/petiole/blade/hairs*/shape	/petiole/blade/hairs*/hairs	/petiole/blade/lower surfaces/colour*	/petiole/blade/lower surfaces/colour*/colour	/petiole/blade/lower surfaces/hairs*	/petiole/blade/lower surfaces/hairs*/hairs	/petiole/blade/margins/hairs*	/petiole/blade/margins/hairs*/hairs	/petiole/blade/margins/margin type*	/petiole/blade/margins/margin type*/margin type	/petiole/blade/margins/margin type*/growth form	/petiole/blade/margins/shape*	/petiole/blade/margins/shape*/shape	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/blade/shape/dimensions*	/petiole/blade/texture*	/petiole/blade/texture*/texture	/petiole/hairs*	/petiole/hairs*/shape	/petiole/hairs*/hairs	/petiole/hairs*/hairs/shape	/petiole/length*	/petiole/primary and secondary veins*	/petiole/primary and secondary veins/hairs*	/petiole/primary and secondary veins/hairs*/shape	/petiole/primary and secondary veins/hairs*/hairs	/petiole/primary and secondary veins/hairs*/growth form	/petiole/primary and secondary veins/hairs*/growth form/shape	/petiole/primary and secondary veins/secondary vein pair number*	/stems*	/stems*/shape	/stems*/growth form	/stems/hairs*	/stems/hairs*/shape	/stems/hairs*/hairs	/stems/hairs*/growth form	/stems/hairs*/growth form/shape	/stems/shape*	/stems/shape*/shape	/habitat*	/habitat*/environment	/habitat*/shape	/habitat*/texture	/habitat*/hairs	/habitat*/growth form	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
ACANTHACEAE  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	lobes 	-	-	-	-	-	-	-	corolla sympetalous, 	-	-	-	-	-	-	-	-	-	-	-	-	the limb 	-	-	lobes imbricate or contorted in bud, basally usually divided into a distinct narrow tube and wider throat; 	narrow,wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stamens 	-	-	-	filaments free or basally connate in pairs, 	-	-	connate	-	-	-	anther thecae usually 	-	-	obtuse or rounded, or basally spurred, longitudinally dehiscent	obtuse,rounded	-	-	-	-	Fruits loculicidal, |, sometimes spheroidal (	-	-	|, herbs or shrubs, or rarely small trees. 	shrub	small	-	-	-	Prostrate, erect or rarely, climbing	erect	-	-	Inflorescences |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	bracts often leaf-like, sometimes enclosing corolla tube. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flowers solitary or arranged in spikes, cymes or racemes, often densely clustered, frequently in axils of conspicuous bracts and with 	-	densely	-	-	-	-	-	-	-	-	-	-	axillary and/or terminal	-	axillary,terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves opposite, subopposite or whorled (|, margins entire, crenate or undulate. 	-	-	crenate,entire,undulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
ANISACANTHUS  	Calyx subequally |, |, epipetalous anteriorally, usually at base of central lobe of anterior lip, |, subequal, inserted at same level or nearly so, parallel or slightly divergent at base, connected to middle or slightly below, not mucronate or appendaged; |, about as long as corolla, 	-	-	-	-	-	divergent,parallel	-	-	usually red	-	-	red	mostly pilose	-	-	pilose	-	-	-	-	-	-	-	tubular to funnelform, more or less arcuate, somewhat inflated at base	funnelform,inflate,tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	glabrous to pubescent	-	glabrous	-	-	-	triangular to linear	linear	-	-	-	-	-	-	-	stamens 	-	-	glabrous	-	glabrous	-	-	-	-	-	-	Capsules subpyriform, slightly beaked, usually narrowed at base to form a relatively distinct stipe, |, diskoid, |, each supported by a curved retinaculum usually at about same height in body of capsule.	curved,narrow,pyriform	-	-	-	-	-	-	shiny	-	-	glabrous	-	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2-4	-	-	-	-	more or less tuberculate	-	tuberculate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Branching herbs or subshrubs. 	subshrub	-	-	-	-	-	-	-	-	Inflorescences |, |, usually caducous, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flowers borne singly or several at a node, secund or opposite; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	racemose or paniculate	paniculate	-	-	-	-	-	-	-	-	     	-	-	-	blades 	-	-	-	cystoliths common on upper surface. 	-	-	-	-	-	-	linear to lanceolate	lanceolate,linear	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems |, minutely striate, 	minute,striate	-	-	-	-	-	-	terete	terete	arid and semi-arid areas	-	-	-	-	-	-	-	-	
Anisacanthus secundus 	Calyx |, 	-	-	-	-	-	-	-	-	bright red	-	-	bright red	-	-	-	-	-	35 mm long	-	-	-	-	-	slightly curved, 	curved	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2-2.5 x 1 mm wide at base	wide	-	-	-	-	glandular puberulent	-	glandular,puberulent	-	-	-	subulate	subulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Capsule 	-	-	-	-	-	-	-	-	-	20 x 6 mm	glabrous or with a few minute trichomes, these grandular except at extreme tip of capsule	minute	glabrous,trichomes	-	-	-	-	-	-	-	white	white	about 5 mm in diameter	-	-	-	-	-	-	-	-	flat	flat	-	-	minutely roughened	minute	roughened	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.5 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Herb 	-	-	-	-	-	-	-	1-3 m tall	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, acuminate, subfalcate, obtuse or rounded at base|, 	acuminate,obtuse,rounded,subfalcate	-	-	-	blade 	-	-	-	-	-	glabrous except primary vein and secondary veins, these puberulent on upper surface and primary vein 	-	glabrous,puberulent	-	-	-	-	-	-	-	-	-	-	-	lanceolate, 	lanceolate	5-8 x 2-2.5 cm	-	-	puberulent	-	puberulent	-	to 5 mm long	-	-	-	-	-	-	-	Stem |, finely striate, 	striate	-	sparingly puberulent	-	puberulent	-	-	terete	terete	occasional in dry sandy soils, shaded woods and dry forests, 	forest	-	-	-	-	-	10-620 m	-	
APHELANDRA  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Capsules |, explosively dehiscent on drying; |, each supported by a curved retinaculum.	curved	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	brown	brown	-	-	-	-	-	-	-	-	4	rounded to somewhat angled and strongly flattened to subglobose	flattened,rounded,subglobose	-	-	-	-	-	-	clavate to subglobose	clavate,subglobose	-	-	     	-	-	-	-	-	-	-	-	-	-	-	lobes subequal, 	-	-	-	-	-	lanceolate	lanceolate	corolla straight or curved,       	curved	-	-	-	-	-	-	-	-	-	-	-	limb usually bilipped, pale to 	bilipped	-	lobes subequal to strongly dimorphic with lateral ones reduced to essentially lacking; 	-	lateral	red	-	-	reflexed or spreading	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stamens 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Perennial suffrutescent herbs or shrubs. 	shrub	-	-	-	-	-	-	-	-	Inflorescences of |, laterally subtending calyx, 	-	-	lateral	-	-	-	-	bracteoles 	-	-	-	-	-	-	usually subfalcate	subfalcate	bracts usually imbricate, 	-	-	-	brightly colored or green	-	colored,green	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal or axillary	-	axillary,terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	blades usually large, 	large	-	-	-	-	-	-	-	-	-	oblong to elliptic	elliptic,oblong	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems |, soft-wooded, 	-	-	glabrous to pubescent	-	glabrous	-	-	terete to quadrangular	quadrangular,terete	dry forests	forest	-	-	-	-	-	-	-	
Aphelandra aurantiaca 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Calyx lobes |, |, cuspidate, |, |, bilobed, |, forming a partial hood over anthers, |, apically obtuse|, acute|, |, 	acute,obtuse	-	red, orange-red or scarlet	orange,red,scarlet	sparingly puberulous	-	puberulous	50-60 mm long	3 mm wide	wide	-	-	-	-	-	-	-	-	-	-	-	to 46 mm long	-	-	-	-	stamens 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Capsule 	-	-	-	-	-	-	-	-	-	-	sparingly puberulous	-	puberulous	-	-	16 mm long	-	-	-	-	-	-	-	-	hispidulous	-	-	hispidulous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Erect, suffrutescent herb or shrub, 	shrub	-	-	-	-	-	-	to 1 m tall	-	Inflorescence |, quadrifarious, |, |, reticulation prominent on inner surface; |, striate-ridged. 	striate	-	-	-	-	-	-	bracteoles 	-	to 10 x 0.5 mm	puberulous	-	puberulous	-	narrowly lanceolate	lanceolate,narrow	bracts imbricate, 	-	-	-	-	-	-	20-30 x 7.5-10 mm	-	-	-	-	-	puberulous and glandular on both surfaces	glandular,puberulous	elliptic or ovate	elliptic,ovate	-	-	-	-	-	-	-	-	-	-	-	puberulous	puberulous	to 3 mm long	terminal	-	terminal	-	rachis similar, 	-	-	-	-	-	-	Younger stem |, 	-	glabrous to velutinous	-	glabrous	-	subquadrangular	subquadrangular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, |, reticulation obscure, 	-	-	-	-	blade 	-	acuminate	acuminate	8-15 x 3.5-6.5 cm	-	-	-	-	pale green	green	-	-	-	-	entire or undulate	entire,undulate	-	-	-	elliptic to ovate	elliptic,ovate	-	-	-	glabrous	-	glabrous	-	1-3.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Aphelandra pulcherrima 	Calyx |, |, all striate-veined; |, gradually enlarged and slightly ventricose, |, bilobed, |, 	large,striate,ventricose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	narrowly triangular	narrow,triangular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7-8 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stamens 	-	6-7 mm long	-	-	-	exserted about 7 mm beyond mouth of corolla tube	exserted	-	-	-	-	Capsule |, puncticulate; 	-	-	-	-	-	-	-	-	-	-	glabrous	-	glabrous	-	-	20-22 mm long	-	-	-	-	reddish-brown	brown,reddish	-	5 x 4 mm	glabrous or sparingly puberulous	-	-	glabrous,puberulous	-	-	-	flat	flat	-	-	-	-	-	-	clavate	clavate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or suffrutescent herb 	-	-	-	-	-	-	-	to 2.5 m tall, rarely small tree to 4 m	small	Inflorescence |, subsessile|, |, paired bracteal nectary patches lateral and submedial, |, falcate, obliquely subcarinate	falcate,oblique,subcarinate,subsessile	-	lateral	-	-	-	-	bracteoles 	-	-	puberulous without, finely striate-veined	striate	puberulous	-	lanceolate, 	lanceolate	bracts densely imbricate, 	-	-	densely	-	-	-	5-7 x 4.5-6 mm	-	-	-	-	-	glabrous or softly pubescent dorsally	glabrous	rhombic-ovate	ovate,rhombic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal	-	terminal	-	rachis 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	-	-	blade 	-	acuminate (tip itself blunt or apiculate to slightly acute)	acuminate,acute,apiculate	15-24 x 5-9 cm	-	-	-	-	drying lighter green	green	-	-	-	-	entire, undulate or shallowly crenulate	crenulate,entire,undulate	-	-	-	ovate to oblong-elliptic	oblong-elliptic,ovate	-	-	-	pubescence similar to primary vein	-	-	-	4-7 mm long	-	-	-	-	-	-	-	Stem |, sparingly branched, |, 	branched	-	sparingly pubescent to glabrate	-	glabrate	-	-	obscurely quadrangular toward tip	quadrangular	woods and thickets, often along streams at various elevations ranging 	-	-	thick	-	-	-	from sea level to 900 m	-	
Aphelandra scabra 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Calyx lobes |, |, strongly |, 	-	-	-	-	-	-	-	-	expanding to 5 mm wide at throat	wide	-	-	-	-	glabrous except ciliate apically	-	ciliate,glabrous	-	-	-	-	-	acute	acute	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Capsule 	-	-	-	-	-	-	-	green when immature, turning brown-black	black,brown,green	13-17 x 5-6 x 5-6.5 mm	-	-	-	-	-	-	-	-	-	-	brown	brown	3.5-4.5 mm in diameter	-	-	-	-	-	-	-	-	orbicular, slightly flattened	flattened,orbicular	-	-	-	-	-	-	globose	globose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub |, profusely branched. 	-	branched	-	-	-	-	-	1-4 m tall	-	Inflorescence |, sessile; |, |, marginally with |, each patch composed of |, 	sessile	-	-	-	-	-	-	bracteoles 	-	6-8 x 1.5 mm	-	-	-	-	lanceolate	lanceolate	bracts densely imbricate, 	-	-	densely	-	-	-	13-16 x 6-8 mm	-	-	-	-	-	ciliate	ciliate	broadly elliptic	elliptic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal	-	terminal	-	rachis 	moderately pubescent	-	-	-	terete to subquadrangular	subquadrangular,terete	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole lacking or |, 	-	-	-	-	blade 	-	acute to short attenuate	acute,attenuate,short	9-20 x 3-7 cm	-	-	-	-	-	-	-	-	-	-	entire or undulate	entire,undulate	-	-	-	elliptic	elliptic	-	-	-	densely pubescent	-	densely	-	to 10 mm long	-	-	-	-	-	-	-	Youngest stem |, 	-	-	moderately tomentose	-	tomentose	-	-	subquadrangular	subquadrangular	-	-	-	-	-	-	-	-	-	
