-*	/fruits*/shape	/fruits*/shape	/fruits*/texture	/fruits*/texture	/fruits*/position	/fruits*/position	/fruits*/hairs	/fruits*/hairs	/fruits*/growth form	/fruits*/growth form	/fruits*/colour	/fruits*/colour	/fruits/apex*/shape	/fruits/apex*/shape	/fruits/apex*/texture	/fruits/apex*/texture	/fruits/apex*/position	/fruits/apex*/position	/fruits/dimensions (merged)*/length	/fruits/dimensions (merged)*/length/minimum	/fruits/dimensions (merged)*/length/maximum	/fruits/dimensions (merged)*/width	/fruits/dimensions (merged)*/width/minimum	/fruits/dimensions (merged)*/width/maximum	/fruits/dimensions (merged)*/texture	/fruits/dimensions (merged)*/texture	/fruits/stigma*	/fruits/stigma*	/fruits/stigma*/minimum	/fruits/stigma*/maximum	/fruits/stigma*/shape	/fruits/stigma*/shape	/fruits/stigma*/hairs	/fruits/stigma*/hairs	/fruits/stigma*/growth form	/fruits/stigma*/growth form	/habit*	/habit*	/habit*/minimum	/habit*/maximum	/habit*/environment	/habit*/environment	/habit*/shape	/habit*/shape	/habit*/texture	/habit*/texture	/habit*/hairs	/habit*/hairs	/habit*/growth form	/habit*/growth form	/habit*/colour	/habit*/colour	/habit/height*	/habit/height*	/habit/height*/minimum	/habit/height*/maximum	/inflorescences*	/inflorescences*	/inflorescences*/minimum	/inflorescences*/maximum	/inflorescences*/shape	/inflorescences*/shape	/inflorescences*/position	/inflorescences*/position	/inflorescences*/growth form	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences*/colour	/inflorescences/floral bracts*/shape	/inflorescences/floral bracts*/shape	/inflorescences/floral bracts*/texture	/inflorescences/floral bracts*/texture	/inflorescences/floral bracts*/margin type	/inflorescences/floral bracts*/margin type	/inflorescences/floral bracts*/hairs	/inflorescences/floral bracts*/hairs	/inflorescences/floral bracts*/colour	/inflorescences/floral bracts*/colour	/inflorescences/growth form*	/inflorescences/growth form*/growth form	/inflorescences/growth form*/growth form	/inflorescences/peduncle*	/inflorescences/peduncle*	/inflorescences/peduncle*/minimum	/inflorescences/peduncle*/maximum	/inflorescences/peduncle*/shape	/inflorescences/peduncle*/shape	/inflorescences/peduncle*/hairs	/inflorescences/peduncle*/hairs	/inflorescences/peduncle*/colour	/inflorescences/peduncle*/colour	/inflorescences/peduncle/length*	/inflorescences/peduncle/length*	/inflorescences/peduncle/length*/minimum	/inflorescences/peduncle/length*/maximum	/inflorescences/position*	/inflorescences/position*/position	/inflorescences/position*/position	/inflorescences/position*/colour	/inflorescences/position*/colour	/inflorescences/rachises*	/inflorescences/rachises*/hairs	/inflorescences/rachises*/hairs	/inflorescences/rachises*/colour	/inflorescences/rachises*/colour	/inflorescences/spikes*	/inflorescences/spikes*/shape	/inflorescences/spikes*/shape	/inflorescences/spikes*/growth form	/inflorescences/spikes*/growth form	/inflorescences/spikes*/colour	/inflorescences/spikes*/colour	/inflorescences/spikes/length*	/inflorescences/spikes/length*	/inflorescences/spikes/length*/minimum	/inflorescences/spikes/length*/maximum	/infructescences*	/infructescences*/growth form	/infructescences*/growth form	/infructescences*/colour	/infructescences*/colour	/infructescences/dimensions (merged)*	/infructescences/dimensions (merged)*/length	/infructescences/dimensions (merged)*/length	/infructescences/dimensions (merged)*/length/minimum	/infructescences/dimensions (merged)*/length/maximum	/infructescences/dimensions (merged)*/width	/infructescences/dimensions (merged)*/width	/infructescences/dimensions (merged)*/width/minimum	/infructescences/dimensions (merged)*/width/maximum	/infructescences/dimensions (merged)*/texture	/infructescences/dimensions (merged)*/texture	/internodes*	/internodes*	/internodes*/minimum	/internodes*/maximum	/internodes*/shape	/internodes*/shape	/internodes*/hairs	/internodes*/hairs	/internodes*/colour	/internodes*/colour	/leaves*	/leaves*	/leaves*/minimum	/leaves*/maximum	/leaves*/shape	/leaves*/shape	/leaves/blade*	/leaves/blade*/shape	/leaves/blade*/shape	/leaves/blade*/texture	/leaves/blade*/texture	/leaves/blade*/hairs	/leaves/blade*/hairs	/leaves/blade*/colour	/leaves/blade*/colour	/leaves/blade/apex*	/leaves/blade/apex*/shape	/leaves/blade/apex*/shape	/leaves/blade/apex*/margin type	/leaves/blade/apex*/margin type	/leaves/blade/apex*/hairs	/leaves/blade/apex*/hairs	/leaves/blade/base*	/leaves/blade/base*/shape	/leaves/blade/base*/shape	/leaves/blade/base*/hairs	/leaves/blade/base*/hairs	/leaves/blade/base*/growth form	/leaves/blade/base*/growth form	/leaves/blade/base*/colour	/leaves/blade/base*/colour	/leaves/blade/base/differential distance*	/leaves/blade/base/differential distance*	/leaves/blade/base/differential distance*/minimum	/leaves/blade/base/differential distance*/maximum	/leaves/blade/dimensions*	/leaves/blade/dimensions*/length	/leaves/blade/dimensions*/length	/leaves/blade/dimensions*/length/minimum	/leaves/blade/dimensions*/length/maximum	/leaves/blade/dimensions*/width	/leaves/blade/dimensions*/width	/leaves/blade/dimensions*/width/minimum	/leaves/blade/dimensions*/width/maximum	/leaves/blade/dimensions*/growth form	/leaves/blade/dimensions*/growth form	/leaves/blade/margins*	/leaves/blade/margins*	/leaves/blade/margins*/minimum	/leaves/blade/margins*/maximum	/leaves/blade/margins*/shape	/leaves/blade/margins*/shape	/leaves/blade/margins*/hairs	/leaves/blade/margins*/hairs	/leaves/blade/shape*	/leaves/blade/shape*	/leaves/blade/shape*/minimum	/leaves/blade/shape*/maximum	/leaves/blade/shape*/shape	/leaves/blade/shape*/shape	/leaves/blade/texture*	/leaves/blade/texture*/texture	/leaves/blade/texture*/texture	/leaves/blade/texture*/colour	/leaves/blade/texture*/colour	/leaves/petiole*	/leaves/petiole*	/leaves/petiole*/minimum	/leaves/petiole*/maximum	/leaves/petiole*/shape	/leaves/petiole*/shape	/leaves/petiole*/texture	/leaves/petiole*/texture	/leaves/petiole*/position	/leaves/petiole*/position	/leaves/petiole*/hairs	/leaves/petiole*/hairs	/leaves/petiole*/colour	/leaves/petiole*/colour	/leaves/petiole/length*	/leaves/petiole/length*/minimum	/leaves/petiole/length*/maximum	/leaves/veins*	/leaves/veins*/minimum	/leaves/veins*/maximum	/leaves/veins*/shape	/leaves/veins*/shape	/leaves/veins*/texture	/leaves/veins*/texture	/leaves/veins*/position	/leaves/veins*/position	/leaves/veins*/hairs	/leaves/veins*/hairs	/leaves/veins*/growth form	/leaves/veins*/growth form	/leaves/veins*/colour	/leaves/veins*/colour	/stems*/shape	/stems*/shape	/stems*/texture	/stems*/texture	/stems*/hairs	/stems*/hairs	/stems*/growth form	/stems*/growth form	/stems*/colour	/stems*/colour	/stems/length*	/stems/length*/minimum	/stems/length*/maximum	/habitat*/environment	/habitat*/environment	/habitat*/growth form	/habitat*/growth form	/habitat*/colour	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/minimum	/habitat/altitude*/maximum
Peperomia haematolepis 	1000000000000000000000000000000000000000000000000000000	ellipsoid,ovoid,slender	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	-	-	-	-	-	-	0	-	stigma at base of beak.	-	-	-	0	-	0	-	0	-	Epiphytic, glabrous herb. 	-	-	-	0	-	0	-	0	-	100	glabrous	0	-	0	-	-	-	-	-	Inflorescence |, single, 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	0	-	0	-	erect	10000000	erect	peduncle not slender, |, glabrous or minutely puberulent; 	-	-	-	100000000000000000000000000000000000000000000000	not slender	1000100	glabrous,puberulent	0	-	3.5-5 cm long	-	3.5	5	terminal	1000	terminal	0	-	-	0	-	0	-	spike |, reddish; 	0	-	0	-	100	reddish	2-5 cm long	-	2	5	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate;      	-	-	-	0	-	-	0	-	0	-	0	-	0	-	apex rounded or emarginate, 	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	base cuneate; 	1000000000000000000000000000000000000000000000000	cuneat	0	-	0	-	0	-	-	-	-	-	4.5 x 3-4 cm	4.5	4.5	-	-	3-4	-	3	4	0	-	-	-	-	-	0	-	0	-	ellipic to obovate (to broadly ovate in extra-Guianan specimens)	-	-	-	100000000000000000000000000000000000000000000000000000000000000000000	obovat	-	0	-	0	-	petiole not grooved or winged, 	-	-	-	10000000000000000000000000000000000000000000000000000000000000000000	winged	0	-	0	-	0	-	0	-	-	0.5	1.5	-	-	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	1000000	ascending	0	-	-	-	-	0	-	0	-	0	-	-	200	700
Peperomia hernandiifolia 	1000000000000000000000000000000000000000000000000000000	ellipsoid	0	-	0	-	0	-	0	-	1000100	brown,reddish	10000000000000	slender	0	-	0	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Epiphytic, terrestrial or epilithic herb, creeping. 	-	-	-	100000000000000000	terrestrial	0	-	0	-	0	-	1	creeping	0	-	-	-	-	-	Inflorescence |, solitary; 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	-	0	-	peduncle not slender, |, minutely pubescent, green; 	-	-	-	100000000000000000000000000000000000000000000000	not slender	100000000000000000	minutely pubescent	1	green	1.5-5.5 cm long	-	1.5	5.5	terminal or axillary	1010	axillary,terminal	0	-	-	0	-	0	-	spike |, densely flowered; 	0	-	0	-	10000000	red	3-5 cm long	-	3	5	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate, distinctly peltate;      	-	-	-	100000000000000000000000000000000000000000000000000000000000000000000000000	peltat	-	0	-	0	-	0	-	0	-	apex acuminate, 	100000000000000000000000000000000000000000000	acuminat	0	-	0	-	base rounded, minutely pubescent, glabrescent; 	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	100000010000000000	glabrescent,minutely pubescent	0	-	0	-	-	-	-	-	4.5-8 x 3-5.5 cm	4.5-8	-	4.5	8	3-5.5	-	3	5.5	0	-	margin somewhat ciliate, 	-	-	-	0	-	10000000	ciliat	narrowly ovate, ovate or almost orbicular	-	-	-	10000000000000000000000000000000000000000000000000000000000000000000000000	orbicular,ovat	coriaceous or subcoriaceous	1000000	coriaceous	0	-	petiole attached |, minutely pubescent, glabrescent; 	-	-	-	0	-	0	-	0	-	100000010000000000	glabrescent,minutely pubescent	0	-	-	3	11	-	9	11	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	101	green,reddish	-	-	-	0	-	0	-	0	-	-	500	2000
Peperomia lancifolia 	1000000000000000000000	cylindric	0	-	0	-	0	-	0	-	1000000	brown	0	-	0	-	1	subapical	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Terrestrial, epilithic or epiphytic herb, erect or ascending and rooting at decumbent base. 	-	-	-	1000000000000000000000	epiphytic	0	-	0	-	0	-	11000000	erect,ascending	0	-	-	-	-	-	Inflorescence |, solitary, bifurcate or once-branched; 	-	-	-	10000000000	branched	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	-	0	-	common peduncle green, not slender, 	-	-	-	100000000000000000000000000000000000000000000000	not slender	0	-	1	green	2-6 cm long	-	2	6	terminal or in upper leaf axils	1000	terminal	0	-	-	0	-	0	-	spike densely flowered, erect, |, whitish or yellowish green; 	0	-	10000000	erect	10100000000010000000	green,red,whitish,yellowish	4-11 cm long	-	4	11	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves basely attached, alternate;      	-	-	-	0	-	blade |, somewhat ciliate towards apex, 	0	-	0	-	10000000	ciliat	0	-	apex acuminate, 	100000000000000000000000000000000000000000000	acuminat	0	-	0	-	base acute, decurrent into petiole, glabrous; 	1000000000001	acut,decurrent	100	glabrous	0	-	0	-	-	-	-	-	(3.5-)7-17 x (0.7-)1-3 cm	7-17	-	7	17	(0.7-)1-3	-	1	3	0	-	-	-	-	-	0	-	0	-	narrowly elliptic or narrowly oblanceolate	-	-	-	1000000001000000000000000000000000000000000	elliptic,oblanceolate	fleshy and membranous	1000000001000	fleshy,membranous	0	-	petiole |, glabrous, narrowly winged; 	-	-	-	10000000000000000000000000000000000000000000000000000000000000000000	winged	0	-	0	-	100	glabrous	0	-	-	0.5	1	-	7	11	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	100	glabrous	0	-	101	green,reddish	-	10	34	0	-	0	-	0	-	-	700	1600
Peperomia macrostachya 	1000000000000000000000	cylindric	10000000000	verruculos	0	-	0	-	0	-	1000000	brown	100000000	obliqu	0	-	1	subapical	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Epiphytic herb, often growing on ants' nests, creeping or hanging and rooting at nodes. 	-	-	-	100000000000	ants' nest	10000000000000000000	 nodes	0	-	0	-	1001	creeping,hanging	0	-	-	-	-	-	Inflorescence |, few together; 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	1	dentat	0	-	0	-	pendent	10000000000	pendent	peduncle not slender, |, glabrous or minutely pubescent or papillose, red or brown; 	-	-	-	100000000000000000000000000000000000000000000000	not slender	100000000000000000	glabrous,minutely pubescent,papillos	11000000	brown,red	to 1.5 cm long	-	-	1.5	terminal	1000	terminal	0	-	-	0	-	0	-	spike |, yellow to green, densely flowered; 	0	-	0	-	1000000000010000000	green,red,yellow	to 30 cm long	-	-	30	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate, basely attached;      	-	-	-	0	-	blade |, more or less ciliate, 	0	-	0	-	10000000	ciliat	0	-	apex acute or acuminate, 	100000000000000000000000000000000000000000000	acuminat,acut	0	-	0	-	base rounded or cordulate or acutish, glabrous or slightly pubescent, a waxy exudate like small scales or stars is usually present on upper surface; 	10000000000000000000000000000000000000000000000000000000000000000000000	acut,rounded	100	glabrous	0	-	0	-	-	-	-	-	4-11 x 1.5-6 cm	4-11	-	4	11	1.5-6	-	1.5	6	0	-	-	-	-	-	0	-	0	-	narrowly elliptic to ovate	-	-	-	10000000000000000000000000000000000000000000000000000000000000000000000000	elliptic,ovat	fleshy-coriaceous or subcoriaceous	1001000	coriaceous,fleshy	0	-	petiole |, glabrous, ciliate or puberulent, reddish; 	-	-	-	0	-	0	-	0	-	11000100	ciliat,glabrous,puberulent	100	reddish	-	0.5	2	-	7	9	0	-	0	-	0	-	0	-	0	-	0	-	10000000000000000000	 nodes	0	-	100	glabrous	0	-	10000001	green,red	-	-	100	0	-	0	-	0	-	-	0	1800
Peperomia magnoliifolia 	1000000000010000000000000000000000000000000000000000000000000	subglobos,hooked	10000000000	verruculos	0	-	0	-	0	-	10001000100	black,brown,reddish	0	-	0	-	0	-	-	-	-	-	-	-	0	-	stigma at base of beak.	-	-	-	0	-	0	-	0	-	Epiphytic, epilithic or terrestrial herb. 	-	-	-	100000000000000000	terrestrial	0	-	0	-	0	-	0	-	0	-	-	-	-	-	Inflorescence |, solitary or usually 2(-few) together; 	2	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	erect	10000000	erect	peduncle slender (when dried) or not slender, |, glabrous, green or pinkish; 	-	-	-	10000000000000	slender	100	glabrous	10001	green,pinkish	1-8 cm long	-	1	8	terminal	1000	terminal	0	-	-	0	-	0	-	spike |, green, white or yellow, densely flowered; 	0	-	0	-	1000000000110000000	green,red,white,yellow	to 18 cm long	-	-	18	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate, basely attached;      	-	-	-	0	-	blade |, often red-dotted, |, 	0	-	0	-	0	-	10000000	red	apex rounded, obtuse occasionally slightly emarginate to acutish, 	10000000000000000000000000000000000000000000000000000000000000000000000	acut,obtus,rounded	0	-	0	-	base cuneately decurrent into petiole, sometimes abruptly contracted, glabrous; 	1000000000000000000000000000000000000000000000000	cuneat,decurrent	100	glabrous	0	-	0	-	-	-	-	-	4.5-14 x 2.5-6 cm	4.5-14	-	4.5	14	2.5-6	-	2.5	6	0	-	-	-	-	-	0	-	0	-	obovate or elliptic, sometimes even broadly elliptic	-	-	-	100000000000000000000000000000000000000000000000000000000000000000000	elliptic,obovat	fleshy	1000	fleshy	0	-	petiole |, more or less laterally winged or grooved, glabrous; 	-	-	-	10000000000000000000000000000000000000000000000000000000000000000000	winged	0	-	100	lateral	100	glabrous	0	-	-	1	7	7	-	-	0	-	0	-	0	-	0	-	0	-	0	-	10000000000000000000	 nodes	0	-	100	glabrous	11000001	creeping,erect,ascending	10000001	green,red	-	10	50	0	-	0	-	0	-	-	0	1200
Peperomia maguirei 	10000000000000000000000000000000000000000	globos	0	-	0	-	0	-	0	-	1	green	0	-	100	thick	0	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Epiphytic or epilithic herb, erect or ascending from prostrate, rooting base. 	-	-	-	0	-	0	-	0	-	0	-	11000000	erect,ascending	1000000000000000	ros	-	-	-	-	Inflorescence solitary, 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	erect	10000000	erect	peduncle |, villous, green or reddish brown; 	-	-	-	0	-	10000000000000000	villous	1000101	brown,green,reddish	1-2 cm long	-	1	2	terminal	1000	terminal	0	-	rachis hardly ridged; 	0	-	0	-	spike |, green, densely flowered, 	0	-	0	-	10000001	green,red	2-7 cm long	-	2	7	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves in whorls of 1-4, basely attached;      	-	1	4	0	-	blade |, sometimes pink below, |, 	0	-	0	-	0	-	10000000000000	pink	apex rounded to emarginate, 	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	base acute, glabrous or loosely villous on upper surface, glabrescent, glabrous below; 	1000000000000	acut	10000000000000100	glabrous,villous	0	-	0	-	-	-	-	-	1-3.5 x 0.6-2.3 cm	1-3.5	-	1	3.5	0.6-2.3	-	0.6	2.3	0	-	margin not ciliate, 	-	-	-	0	-	10000000	ciliat	obovate or somewhat elliptic	-	-	-	100000000000000000000000000000000000000000000000000000000000000000000	elliptic,obovat	fleshy coriaceous	1001000	coriaceous,fleshy	0	-	petiole |, loosely villous; 	-	-	-	0	-	0	-	0	-	10000000000000000	villous	0	-	-	0.2	0.6	3	-	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	0	-	10000000000000000	villous	0	-	1000101	brown,green,reddish	10	-	-	0	-	0	-	0	-	-	-	700
Peperomia obtusifolia 	1000000000000000000000000000000000000000000000000000000	ellipsoid	10000000000	verruculos	0	-	0	-	0	-	10001000100	black,brown,reddish	10000000000000	slender	0	-	0	-	-	-	-	-	-	-	0	-	stigma at base of beak.	-	-	-	0	-	0	-	0	-	Epiphytic, epilithic or terrestrial herb. 	-	-	-	100000000000000000	terrestrial	0	-	0	-	0	-	0	-	0	-	-	-	-	-	Inflorescence |, solitary or few together; 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	-	0	-	both the common peduncle and those of individual spikes bracteate, green or pinkish, slender (when dried) or not slender, together |, usually minutely pubescent; 	-	-	-	10000000000000	slender	100000000000000000	minutely pubescent	10001	green,pinkish	1-14 cm long	-	1	14	terminal	1000	terminal	0	-	-	0	-	0	-	spikes |, greenish white to yellow, densely flowered; 	0	-	0	-	1000000000110000000	green,red,white,yellow	to 18 cm long	-	-	18	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate, basely attached;      	-	-	-	0	-	blade shiny green, pale green below, |, often with red spots, |, 	0	-	0	-	0	-	10000001	green,red	apex rounded, obtuse or emarginate, 	10000000000000000000000000000000000000000000000000000000000000000000000	obtus,rounded	0	-	0	-	base cuneate, glabrous; 	1000000000000000000000000000000000000000000000000	cuneat	100	glabrous	0	-	0	-	-	-	-	-	4-14.5 x 2.5-6.5 cm	4-14.5	-	4	14.5	2.5-6.5	-	2.5	6.5	0	-	-	-	-	-	0	-	0	-	elliptic, obovate or subspathulate	-	-	-	100000000000000000000000000000000000000000000000000000000000000000000	elliptic,obovat,subspathulat	coriaceous	1000000	coriaceous	0	-	petiole green or green with red spots, |, more or less grooved, minutely pubescent; 	-	-	-	0	-	0	-	0	-	100000000000000000	minutely pubescent	10000001	green,red	-	1	6.5	7	-	-	0	-	0	-	0	-	0	-	0	-	0	-	10000000000000000000	 nodes	0	-	100	glabrous	11000001	creeping,erect,ascending	10000001	green,red	-	-	-	0	-	0	-	0	-	-	0	1200
Peperomia ouabianae 	10010000	ovoid,sessil	10000000000	verruculos	0	-	0	-	0	-	1000000	brown	100000000	obliqu	0	-	1	subapical	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Epiphytic or epilithic herb, creeping and rooting at nodes. 	-	-	-	0	-	10000000000000000000	 nodes	0	-	0	-	1	creeping	0	-	-	-	-	-	Inflorescence |, solitary; 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	-	0	-	peduncle slender, |, glabrous or minutely pubescent, green; 	-	-	-	10000000000000	slender	100000000000000000	glabrous,minutely pubescent	1	green	to 1.5 cm long	-	-	1.5	terminal	1000	terminal	0	-	-	0	-	0	-	spike |, sparsely to densely flowered; 	0	-	0	-	10000000	red	1.5-5.5 cm long	-	1.5	5.5	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate;      	-	-	-	0	-	blade glandular-dotted, 	0	-	0	-	0	-	0	-	apex obtuse, 	1000000000000000	obtus	0	-	0	-	base acute to obtuse, sparsely to densely villous above, less so beneath, or glabrescent; 	1001000000000000	acut,obtus	10000010000000000	glabrescent,villous	0	-	0	-	-	-	-	-	0.5-2 x 0.3-0.9 cm	0.5-2	-	0.5	2	0.3-0.9	-	0.3	0.9	0	-	margin ciliate, 	-	-	-	0	-	10000000	ciliat	oblong-elliptic or oblong-obovate or almost orbicular	-	-	-	100000000000000000000000000000000000000000000000000000000000000000000	elliptic,oblong,orbicular,obovat	-	0	-	0	-	petiole |, loosely villous; 	-	-	-	0	-	0	-	0	-	10000000000000000	villous	0	-	-	-	0.5	3	-	-	100000000000000000000000000000000	palmately	0	-	0	-	0	-	100000000000	mat	0	-	0	-	0	-	10000000000000000	villous	0	-	101	green,reddish	-	3	8	0	-	0	-	0	-	-	0	1400
Peperomia pellucida 	10000000000000000000000000000000000000000	globos,stipitat	0	-	0	-	0	-	0	-	1000001	brown,green	0	-	0	-	0	-	-	-	-	-	-	-	0	-	stigma apical, a short style may be developed.	-	-	-	0	-	0	-	0	-	Terrestrial herb, delicate, erect, glabrous, annual. 	-	-	-	0	-	0	-	0	-	100	glabrous	10000000	erect	0	-	-	-	-	-	Inflorescence |, solitary; 	-	-	-	0	-	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	-	0	-	peduncle slender, |, green; 	-	-	-	10000000000000	slender	0	-	1	green	to 1 cm long	-	-	1	terminal	1000	terminal	0	-	-	0	-	0	-	spike 	0	-	0	-	0	-	1-6 cm long	-	1	6	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate, basely attached;      	-	-	-	0	-	-	0	-	0	-	0	-	0	-	apex acute to obtuse, 	1001000000000000	acut,obtus	0	-	0	-	base rounded, cordulate or truncate; 	10000000000000000000000000000000000000000000000000000000000000000000000	rounded,truncat	0	-	0	-	0	-	-	-	-	-	1-3.7 x 1-3.5 cm	1-3.7	-	1	3.7	1-3.5	-	1	3.5	0	-	-	-	-	-	0	-	0	-	broadly elliptic to deltoid	-	-	-	1000000000000000000000000000000000000000000	deltoid,elliptic	membranous, often drying translucent	1000000000000	membranous	0	-	petiole |, glabrous; 	-	-	-	0	-	0	-	0	-	100	glabrous	0	-	-	0.3	2.5	-	5	7	100000000000000000000000000000000	palmately	0	-	0	-	0	-	100000000000	mat	0	-	0	-	0	-	0	-	0	-	101	green,reddish	-	10	30	0	-	0	-	0	-	-	-	-
Peperomia pernambucensis 	1000000000000000000000	cylindric	0	-	0	-	0	-	0	-	0	-	10	truncat	0	-	0	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Terrestrial or epiphytic, erect herb, glabrous except for pubescent peduncle. 	-	-	-	1000000000000000000000	epiphytic	0	-	0	-	100	glabrous	10000000	erect	0	-	-	-	-	-	Inflorescence |, paniculate; 	-	-	-	1000000000	paniculat	0	-	0	-	0	-	10000000000000000000000000000000000000000000000000000000000000000000000	rounded	0	-	0	-	100	glabrous	0	-	-	0	-	peduncle |, densely velvety pubescent, green; 	-	-	-	0	-	0	-	1	green	5 cm long	5	-	-	terminal	1000	terminal	0	-	-	0	-	0	-	spikes |, green, densely flowered; 	0	-	0	-	10000001	green,red	4-8 cm long	-	4	8	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	0	-	0	-	Leaves alternate, basely attached;      	-	-	-	0	-	-	0	-	0	-	0	-	0	-	apex acuminate, 	100000000000000000000000000000000000000000000	acuminat	0	-	0	-	base cuneate; 	1000000000000000000000000000000000000000000000000	cuneat	0	-	0	-	0	-	-	-	-	-	15-30 x 4-12 cm	15-30	-	15	30	4-12	-	4	12	0	-	-	-	-	-	0	-	0	-	narrowly elliptic or oblanceolate	-	-	-	1000000001000000000000000000000000000000000	elliptic,oblanceolate	membranous	1000000000000	membranous	0	-	petiole to 	-	-	-	0	-	0	-	0	-	0	-	0	-	0.25	-	-	-	4	5	0	-	0	-	100	lateral	0	-	0	-	0	-	0	-	0	-	0	-	0	-	1	green	-	-	5	0	-	0	-	0	-	-	-	700
